Words			Original Roots		Predicted roots
बजट		बजट			बजट
वाली		वाला			वाला
संस्था		संस्था			संस्था
की		का			का
प्रधानगी		प्रधानगी			प्रधानगी
सौंपने		सौंप			सौंप
जा		जा			जा
रहे		रह			रह
हैं		है			है
।		।			।
वर्ष		वर्ष			वर्ष
२००५		२००५			२००५
-		-			-
०६		०६			०६
के		के			का
लिए		लिए			लिए
चुनी		चुन			चुन
गई		जा			जा
एसजीपीसी		एसजीपीसी			एसजीपीसी
कार्यकारिणी		कार्यकारिणी			कार्यकारिणी
में		में			में
हरियाणा		हरियाणा			हरियाणा
के		का			का
डब्बोवाली		डब्बोवाली			डब्बोवाली
से		से			से
सूबा		सूबा			सूबा
सिंह		सिंह			सिंह
,		COMMA			UNNNNNNNNNNNNNNNNN
बाबा		बाबा			बाबा
टेक		टेक			टेक
सिंह		सिंह			सिंह
धनौला		धनौला			धनौला
,		COMMA			UNNNNNNNNNNNNNNNNN
रजिंदर		रजिंदर			रजिंदर
सिंह		सिंह			सिंह
मेहता		मेहता			मेहता
,		COMMA			UNNNNNNNNNNNNNNNNN
संतोख		संतोख			संतोख
